timestep,ep_length,ep_reward
188279,917,-11
189627,1159,-21
190268,635,-21
191475,1026,-18
192405,921,-1
193495,1113,-11
194196,823,-9
194890,865,-15
195776,1031,-21
196376,600,-12
196958,600,-13
198026,981,-15
198850,788,-21
199963,1129,-15
201138,1063,-15
201906,763,-2
202961,890,-18
203859,975,-8
204593,645,-7
205566,933,-13
206539,1011,-20
207410,761,-7
208365,1018,-9
209370,957,-4
210363,876,-5
211241,854,-3
212074,843,-11
212788,739,-16
213988,1005,-20
214831,1001,-5
215642,894,-6
216490,724,-13
217387,847,-21
218119,821,-14
219063,982,-21
219878,800,-21
220870,986,-5
221707,971,-9
222570,726,-5
223498,809,-21
224112,755,-7
225009,845,-12
225704,817,-9
226749,950,-21
227608,890,-11
228669,886,-21
229564,921,-3
230165,741,-21
231294,1116,-14
232181,794,-5
232957,917,-4
233952,1115,-10
234852,788,-16
235752,1077,-7
236719,928,-13
237718,942,-15
238668,972,-19
239224,670,-16
240267,919,-14
241605,1167,-20
242272,781,-17
243173,850,-9
244034,901,-21
245241,1115,-21
246195,992,-17
247020,885,-15
247709,861,-19
248514,998,-21
249434,1060,-10
250314,988,-16
251182,940,-10
252088,886,-16
252771,791,-18
253670,881,-20
254547,891,-14
255613,964,-21
256433,795,0
257360,1061,-11
258534,988,-8
259305,774,-10
260196,950,4
260776,712,-21
261580,818,-19
262445,865,1
263434,867,-21
264266,884,-21
264782,606,-6
265779,969,-4
266459,844,-18
267557,1109,-5
268540,873,-13
269615,896,-7
270523,1018,-18
271410,750,-1
272348,1082,-9
273178,703,-12
273828,656,-6
274734,767,-15
275777,990,-11
276413,775,-6
277424,848,-3
278349,1022,-2
279269,922,2
280017,843,-10
280647,760,-13
281639,1099,0
282419,829,-9
283275,995,-5
284165,958,-4
284792,743,-21
285857,962,-14
286727,949,-10
287360,771,-12
288134,866,-21
289295,975,-4
290290,977,-16
291139,811,-21
292111,904,-21
292936,698,-4
294188,1140,-17
295327,1053,-17
296116,860,-1
297058,1001,-11
297706,755,-21
298519,827,-14
299346,936,-21
299967,742,-12
300533,653,-15
301446,798,-21
302677,1045,9
303247,600,-2
304263,913,-19
305149,1009,-18
306046,911,-14
307012,888,-5
307912,768,-15
309072,1134,-6
309776,635,0
310314,666,-15
311247,1037,-21
312154,940,-12
313001,885,-21
313686,600,-16
314267,714,-8
314768,604,-15
315923,965,-21
316764,1001,-21
317595,964,-5
318365,728,-21
319086,660,-7
319775,745,-11
320668,1005,-9
321665,1010,0
322543,948,-21
323584,1109,-20
324379,708,-9
325386,887,-21
326094,783,-13
327039,921,-11
328074,1205,-9
329316,1179,-13
330427,1248,-21
331005,703,-6
331558,600,-4
332536,1000,-8
333669,967,-10
334352,675,-21
335677,1132,-3
336788,1129,-8
337989,1127,-20
338901,931,-21
339637,677,-12
340500,839,-12
341482,1016,-5
342322,837,-10
342991,790,-21
343610,625,-15
344852,1064,-21
345570,877,-21
346739,1132,1
347843,963,-10
348621,839,-14
349954,1200,-18
350703,818,-21
351431,821,-16
352274,890,-15
353512,1037,-12
354310,907,-7
355192,739,-3
356101,1091,-10
356900,865,-18
357675,683,-18
358375,775,-16
358995,691,-20
359837,996,-13
360616,879,-21
361533,843,-18
362709,1094,-16
363518,844,-21
364484,910,-17
365293,963,-7
366392,1088,-11
367328,827,-5
368146,747,-21
368813,625,-21
370016,1022,-21
370987,948,-12
372552,1329,-19
373556,857,-16
374244,781,-6
375067,777,-13
376242,1008,-18
377093,847,-8
377885,942,-21
378497,618,-20
379549,1093,-19
380320,953,-10
381406,1023,-21
382349,1046,-21
383007,718,2
383850,919,-4
384671,978,-12
385423,833,-13
386581,1004,-8
387669,1199,-21
388714,1092,3
389830,984,-10
390978,1049,-21
391640,689,-8
392317,733,-14
393214,896,-21
394733,1313,-21
395616,925,-21
396676,919,-16
397685,884,-20
398330,741,-17
399324,913,-12
400157,809,-12
401009,747,-21
401837,865,-12
402721,988,-21
403801,908,-9
404692,860,-16
405532,831,0
406317,923,6
407675,1204,-13
408600,784,-16
409583,914,-5
410398,975,-14
411426,982,-7
412229,923,-5
413016,920,-17
413958,862,-1
414644,843,-21
415396,777,-20
416246,728,-12
417336,972,-6
418193,778,0
419027,849,-8
420077,1187,-7
421068,833,-21
421939,999,-7
422607,670,-21
423397,838,-11
424235,903,-14
425502,1136,-12
426277,966,-5
427041,650,-9
428054,1190,-16
428997,849,-21
429645,776,-21
430406,811,-13
431195,968,2
432076,898,-2
433356,1340,-21
434098,816,-8
434952,1043,-2
435698,915,-6
436609,887,-14
437420,746,-12
438080,801,-8
438962,789,-16
439781,977,-16
440682,1045,-8
441446,924,-3
442335,838,-14
443249,831,-8
444352,923,-21
445317,806,-21
446348,1066,-13
447480,1028,-16
448535,1010,-19
449222,798,-5
450099,1077,-21
450792,774,-9
452053,1171,-21
452816,889,-21
453567,686,-1
454226,756,-8
454841,672,-10
455630,918,-9
456430,919,-5
457330,852,-20
458434,1086,-1
459271,995,-8
460455,1084,-8
461335,904,2
462198,1010,-21
462854,811,-21
463855,1134,-9
464773,1057,-13
465583,853,-21
466531,892,-21
467454,980,-14
468575,1154,-10
469515,953,-21
470353,927,-21
470970,699,-21
472026,1114,-17
473199,1128,-5
474081,760,-9
474886,803,-14
475965,939,-17
477095,948,-9
477715,747,-11
478414,848,-15
479396,1117,0
480267,848,-17
481180,832,-3
481738,672,-9
482672,1077,-1
483786,1124,2
484611,865,-4
485439,777,3
486221,838,-12
487504,1210,-4
488417,1017,-21
489275,800,-21
490396,972,-21
491177,883,-21
492288,975,-21
493042,898,-4
493912,949,-5
494781,734,-13
495953,1097,0
496631,817,-13
497500,818,-4
498242,838,-1
498935,727,-14
500029,956,-12
500903,1044,-21
501843,1003,-15
502629,808,-21
503416,675,-21
504192,891,-13
505535,1138,-6
506375,991,-20
507188,939,5
508215,942,-3
509051,994,-2
509833,727,-6
511030,1204,-5
511734,877,-5
512478,799,-12
513374,946,-8
514257,787,-5
515345,917,-4
516226,876,-21
517145,1038,0
518310,1021,-21
519173,981,-5
519873,837,-21
520805,908,-21
522153,1161,-10
522772,716,-12
523478,775,-21
524657,1024,-8
525454,745,-13
526401,1024,-14
526997,695,-21
527746,792,0
528696,795,-3
529829,964,-7
530994,1082,-5
532095,997,-9
533070,871,-21
533813,824,-21
534731,938,-3
535646,971,-2
536805,1097,-21
537516,778,-12
538612,1188,-21
539518,814,-18
540306,793,-6
541207,1032,-10
542122,982,-4
542930,972,-21
543728,812,0
544433,717,-21
544981,664,-3
545999,967,-16
546968,858,0
547618,743,-6
548308,810,-16
549114,891,-5
550107,1063,-21
551240,1201,1
552273,993,-5
552881,727,3
554226,1138,-10
555176,959,-21
556249,904,-21
557152,767,-6
558225,952,-21
559144,1002,-9
559861,722,-8
560670,948,-19
561493,786,-21
562316,744,0
563580,1087,-7
564130,660,-17
564757,600,-8
565694,850,-21
566575,1077,-21
567482,759,-7
568410,810,-3
569317,894,-7
570057,852,-8
571433,1158,-20
572184,712,-15
572724,600,-19
573779,1177,-9
574654,895,-1
575905,1067,-18
577137,1202,-21
578007,885,-4
578812,768,-10
579593,784,-21
580441,896,-21
581089,711,-21
581802,777,-5
583049,1113,-20
583965,855,-15
584930,824,-15
586187,1064,-17
587178,917,-18
588476,1084,8
589220,757,-8
590005,736,-4
591015,999,-21
591801,771,-21
593173,1161,-3
593899,681,-20
594778,774,-21
595621,1003,-16
596360,826,-17
596974,662,-13
598113,1012,-21
598918,983,-13
599727,863,-15
600829,1229,-9
601678,953,-16
602737,989,-21
603428,714,-11
604133,749,-17
604908,832,-5
606043,1047,-16
606840,926,0
607937,994,-1
608491,600,-15
609411,818,-20
610228,815,-16
611366,958,-21
612018,753,-12
613101,978,-21
614441,1186,-4
615384,900,-21
616409,975,-11
617620,1011,-12
618253,716,-11
619029,873,-21
619662,742,-18
620622,994,-17
621539,1071,-15
622406,767,-10
623318,983,-14
624096,855,-10
625080,894,-5
626294,1116,-10
627171,937,-9
628142,829,-18
628925,893,-12
629980,939,-9
630726,902,-11
631765,1058,-14
632579,820,-20
633595,917,-11
634570,1047,-8
635489,809,-16
636446,1179,-16
637209,760,-4
638048,805,-21
638816,825,-12
639640,937,9
640986,1125,-13
642083,1063,-2
643011,960,-13
643981,1031,-11
645013,1119,-5
645562,663,-19
646358,731,-7
647632,1109,-18
648913,1140,-21
649764,838,-7
650832,910,-12
651924,1128,-3
652909,986,-12
653861,1039,-18
654933,950,-16
656030,1231,-6
657009,986,-6
657898,807,-21
658997,984,-21
660148,962,-7
660980,702,-18
661745,763,-11
662977,1053,-21
663680,705,-4
664636,809,-19
665839,1081,5
666560,833,-10
667651,963,-17
668720,1133,-21
669386,745,-13
670299,763,-8
671434,1238,-20
672316,864,-13
673378,951,-7
674238,833,-9
674832,740,9
675515,786,-11
676674,997,-21
677507,977,-2
678451,930,-8
679204,696,-11
680209,1134,-11
680969,810,-5
681932,838,-5
682889,1039,-13
683682,853,-6
684488,913,3
685235,704,-18
686170,1097,-10
686902,877,-21
687940,915,-7
689138,1034,-5
690180,1102,-6
691067,759,-13
692072,949,-21
692841,890,-5
694121,1073,-3
694871,927,-3
695681,774,-15
696574,863,-21
697655,1293,-3
698566,1007,-10
699641,1073,-21
700657,849,-5
701258,692,-8
702395,1089,-15
703115,885,-4
704273,1093,-4
705233,893,-14
706139,868,-21
707127,1066,-6
707905,837,-9
708664,845,-11
709562,923,-13
710312,736,-4
711206,1116,-14
712017,698,2
712688,754,-21
713571,1068,-16
714778,1035,-13
715652,956,-8
716278,648,-8
717350,902,-18
718166,969,-20
718926,761,-19
719553,600,-21
720524,844,-16
721619,925,-17
722769,969,-19
723609,869,-3
724616,948,-21
725276,794,-21
726204,848,-13
727081,755,-18
728167,933,-6
729533,1259,2
730539,1037,-9
731267,856,-10
732376,1163,-10
733532,983,0
734352,1006,-9
735493,970,1
736519,949,0
737428,827,-18
738252,780,-19
739527,1105,-8
740349,780,-18
741225,1090,-10
742121,984,-3
742772,798,-12
743565,892,-14
744293,861,-20
745132,985,-3
745806,728,-7
746563,886,-1
747322,923,-7
748264,796,-11
748878,732,-18
749718,880,-16
750740,907,-8
751569,994,-16
752843,1266,-7
753488,751,-12
754495,882,-18
755671,986,-8
756612,826,-10
757328,748,-10
758221,880,-4
759327,1025,-2
760107,854,-21
761254,1110,-5
762352,999,-1
763057,779,-14
764061,909,-18
764973,820,-15
765952,837,-10
767094,1023,0
767727,686,-8
768562,808,-18
769474,939,-9
770308,750,0
771061,744,-19
771889,827,3
772661,942,-13
773773,1070,-4
774536,900,-7
775318,967,12
776143,835,0
777282,1030,-9
778432,1046,-6
779639,1176,-8
780409,833,-8
781416,934,-21
782608,1197,-2
783309,729,-17
784338,995,-13
785258,1022,-11
786001,685,-21
786880,761,-3
787767,841,-19
788399,600,-7
789239,876,-5
789963,848,-6
790816,842,-16
791626,826,-11
792826,1033,-21
793645,696,-5
794348,850,-21
795260,974,-10
796148,862,-21
796993,801,-15
797806,930,8
798624,795,-21
799783,1045,-12
800596,872,7
801616,1054,-4
802580,867,-18
803251,715,-1
804303,927,-10
805152,895,-19
806062,887,-7
807080,991,-1
807890,984,-21
808825,970,-5
809775,970,-21
810560,788,-6
811512,908,-16
812200,713,-16
813177,857,-21
813922,713,4
815289,1211,-2
816439,1091,-15
817384,892,-3
818334,969,-20
819042,829,0
820097,912,-4
821334,1052,-15
822450,952,-8
823256,787,-8
823858,730,-1
824591,836,-13
825556,907,-11
826518,907,0
827508,835,-7
828255,799,-20
829352,993,-10
830537,1126,-21
831340,965,-8
832190,773,-21
833167,903,-21
834175,872,-21
835056,868,-13
836128,1217,-19
836880,733,-12
837539,793,-21
838420,1087,-19
839397,1006,15
840291,832,-9
840883,687,-21
841814,1117,-7
842661,864,-5
843271,693,-2
844347,943,5
845598,1130,-20
846433,1042,-12
847183,788,-15
848074,1088,-16
849277,1069,0
850166,871,-19
851282,1105,-16
852226,1151,-21
853187,807,-18
854134,1148,-15
855167,877,-11
855856,820,-21
857137,1131,-13
857760,736,-5
858680,1062,-7
859420,810,0
860507,1025,6
861103,698,-18
861883,953,-10
863002,994,-21
863604,696,-1
864448,975,-21
865755,1096,1
867164,1210,-10
868257,1089,-10
869327,986,-10
870079,831,-10
871196,1149,-19
872007,838,-20
872783,819,-10
874128,1133,-18
874979,913,-14
875723,929,-21
876540,776,-11
877377,800,-9
877924,600,-17
878889,904,-21
879604,771,-9
880438,806,-18
881561,1166,-7
882566,1133,2
883554,992,-21
884320,733,-19
885093,880,-13
886203,1124,-14
887024,1025,0
887643,773,-9
888658,892,-12
889828,1200,-18
890804,848,-21
892094,1309,-17
892898,938,-11
893880,822,-21
894727,879,-18
895307,652,-4
896104,703,-20
897050,949,-8
897682,787,-3
898456,952,-21
899355,936,-16
899996,769,-1
900884,781,-8
901616,699,-15
902522,1082,-7
903572,916,-3
904408,754,-12
905031,704,-21
905660,648,-6
906337,821,-7
907350,1015,-16
908028,607,-2
909544,1264,-21
910619,1086,-15
911504,778,-5
912544,974,-11
913240,741,6
914321,992,-10
915217,1063,-16
916206,855,-21
917036,930,-21
917903,774,-21
918735,900,-21
919675,950,-17
920664,1055,-15
921902,1049,-10
923044,1086,-15
923718,745,-10
924512,842,-17
925278,831,9
926457,1118,-11
927308,811,-4
928181,917,-13
928996,851,-14
929966,1041,-10
930637,650,0
931545,972,-21
932167,694,-2
932984,817,-1
934090,1052,-8
934920,962,-12
935658,875,-18
936353,680,-9
937519,1169,0
938334,841,-17
938896,665,-9
939902,909,-16
940740,928,-12
941406,761,6
942195,984,-17
943176,909,-21
944003,837,-8
944811,941,-21
945773,1008,-21
946759,882,-21
947927,1001,-13
948639,705,-12
949354,736,-21
950369,937,-16
951381,898,-6
952389,929,-21
953711,1262,-9
954596,981,-10
955567,946,-4
956528,903,3
957375,880,-11
958199,892,-7
958999,933,-16
959943,963,-21
960823,959,-14
961924,999,-21
962889,965,-18
963863,989,-18
964565,792,-15
965424,902,-21
966256,771,-3
967358,1112,-6
968216,902,-3
968968,919,2
970122,976,-1
971073,831,-21
972034,1057,-8
973057,958,-21
973940,968,-6
974889,831,-12
975515,694,-15
976287,823,-8
977227,885,-10
978179,1017,-2
979276,968,-21
980416,983,-21
981476,1303,-13
982602,1194,-21
983161,657,-7
984105,1061,-19
985141,950,1
985976,728,-18
986929,1051,-3
987963,1077,-17
988780,844,-17
989703,847,-12
990247,627,-12
991019,748,-13
992122,1004,-18
993485,1161,-21
994349,1074,-2
995230,959,-9
995955,884,-14
997103,982,-21
998099,1047,-15
998796,859,-17
999833,889,-6
1001061,1075,-7
1002036,909,-21
1002678,765,-19
1003502,701,-17
1004147,724,-9
1005026,986,-19
1005740,723,1
1006616,996,-12
1007905,1157,-21
1008864,823,-21
1009837,814,0
1011233,1293,-18
1011871,690,-12
1012625,732,-8
1013470,952,-7
1014613,1087,-17
1015650,997,-16
1016604,885,0
1017733,1044,-18
1018909,1237,-20
1019756,954,-9
1020746,897,-4
1021465,894,-12
1022211,645,-16
1023316,1110,-21
1024398,1035,-17
1024917,642,-13
1025682,729,-18
1026443,932,-15
1027616,1036,-6
1028586,1020,-2
1029417,957,0
1030251,824,1
1031106,1052,-21
1031756,726,-18
1032600,1015,-6
1033611,1186,-10
1034421,931,-15
1035719,1150,-18
1037026,1170,-7
1038095,945,-4
1038748,791,-17
1039336,725,-17
1040233,790,-2
1041267,896,-8
1042038,898,-10
1043024,1033,-21
1044168,1037,-10
1045510,1202,-9
1046479,1121,-12
1047230,844,-19
1047886,772,-11
1049039,1079,-19
1050019,849,-13
1051203,1007,-21
1052388,1026,-6
1053465,1043,-18
1054292,956,-15
1054992,833,-15
1055817,959,-8
1056834,1117,-4
1057683,778,-18
1058296,758,-21
1059236,951,-10
1060242,941,-13
1061070,728,-21
1061938,1043,-18
1062605,795,0
1063431,948,-5
1064403,994,-2
1065204,844,-11
1065812,600,5
1066412,744,-6
1067264,838,-12
1067911,643,-8
1068745,705,0
1069546,892,1
1070691,1085,-5
1071596,956,-14
1072550,839,-10
1073325,729,-21
1074115,835,-13
1075185,1212,-21
1075923,911,-5
1077237,1124,-2
1078480,1122,0
1079154,669,-6
1079962,882,-19
1080845,756,-3
1081685,977,-7
1082372,775,-16
1083398,929,-12
1084560,1083,-16
1085470,767,-14
1086285,731,-15
1087559,1117,-1
1088391,1015,-21
1089258,743,3
1090065,951,-3
1091073,962,-14
1091759,600,-16
1092702,1018,-19
1093490,792,-3
1094293,802,-6
1095126,701,-18
1095997,880,3
1096932,821,-1
1097782,848,-13
1098456,797,-2
1099450,1086,-7
1100190,822,-21
1101389,1116,-19
1102294,906,-21
1103409,1053,-19
1104215,854,-15
1105013,811,0
1105800,797,-10
1106498,811,-2
1107476,994,-14
1108203,787,-10
1109109,908,2
1109742,783,-11
1110376,600,-14
1111435,903,-21
1112697,1064,-21
1113743,1193,-5
1114367,673,-8
1115488,1033,-19
1116191,761,5
1117226,978,-4
1117998,768,-17
1118718,848,1
1119560,755,-12
1120415,771,-3
1121005,600,-13
1121650,690,-5
1122539,858,-19
1123712,1010,-1
1124618,1014,-18
1125558,1037,-5
1126415,912,-12
1127011,605,-5
1127633,644,7
1128436,720,-5
1129302,854,7
1129945,801,-13
1130981,1218,-11
1131836,914,-3
1132781,981,-6
1133615,882,-7
1134603,1124,-19
1135736,1104,-12
1136447,837,-15
1137443,912,1
1138143,832,-6
1138744,749,-4
1139424,779,-10
1140196,829,-12
1141214,974,-7
1141889,625,-15
1142815,821,-13
1143406,705,3
1144468,928,-14
1145239,678,0
1146341,1018,-13
1146982,774,-8
1148044,1077,-20
1148733,737,-8
1149361,721,1
1150391,999,-8
1151024,785,-8
1151907,1043,-17
1153108,1014,-18
1153959,801,-8
1154989,1073,-15
1155925,1147,-21
1156992,1101,-4
1157784,723,-21
1158873,986,-5
1159733,1024,-19
1160845,933,-15
1161841,1059,-11
1162865,929,3
1163713,917,-15
1164494,907,-21
1165218,821,-13
1166399,1053,-4
1167515,1160,0
1168529,945,-19
1169554,992,16
1170650,1129,-13
1171386,841,-18
1172190,1004,-18
1173149,864,-21
1173868,858,-2
1174569,872,-6
1175379,800,-21
1176365,840,-6
1177635,1062,-14
1178553,1097,-19
1179430,1033,-1
1180271,904,-9
1180996,856,-6
1181698,870,-18
1182461,767,0
1183570,1078,-4
1184589,939,-13
1185517,925,-5
1186117,677,-18
1186895,673,-13
1187769,766,-17
1188572,885,-9
1189625,880,-19
1190709,1011,-12
1191624,897,-9
1192522,826,-12
1193248,843,-12
1194211,918,-8
1195378,1139,-19
1196452,940,1
1197364,910,-12
1198119,784,0
1198937,1014,-11
1199851,1102,-12
1200761,847,-15
1201742,841,-18
1202332,687,-7
1203225,757,-16
1204256,1044,-2
1205320,974,7
1206340,861,-13
1207084,769,-21
1207843,860,-16
1208894,993,-21
1209941,982,-8
1211005,946,-15
1212042,981,1
1212897,800,-21
1213629,715,-21
1214657,913,-5
1215641,860,-14
1216702,904,-15
1217568,861,-21
1218405,737,-21
1219581,1104,-16
1220309,609,0
1221301,903,-9
1222038,853,-9
1223193,999,8
1224200,858,-8
1225231,872,-14
1225935,690,2
1226536,735,-6
1227397,993,-12
1228115,868,-3
1228863,875,-18
1229775,1055,-12
1230534,846,-11
1231403,939,-21
1232595,1245,-4
1233207,735,-8
1234047,942,-17
1235095,1035,-21
1236025,851,-14
1236713,823,-14
1237502,939,-9
1238589,1037,3
1239639,924,-21
1240559,795,-21
1241499,976,2
1242391,843,-21
1243538,971,-10
1244267,863,-6
1244903,600,-12
1245911,868,-8
1246682,928,-14
1247444,898,2
1248783,1228,-8
1249481,809,3
1250301,881,-10
1251369,892,-21
1252262,773,-4
1253052,958,-4
1253967,1045,0
1254858,959,-14
1255920,899,-21
1256674,806,-7
1257480,914,-17
1258379,810,4
1259263,989,-4
1260019,880,-13
1261349,1131,-7
1262356,954,-8
1263296,1064,-16
1264097,959,-9
1265046,1033,-15
1266258,1194,-2
1267261,880,-15
1268454,1051,-11
1269573,1184,-11
1270359,767,-19
1271036,842,-15
1272143,994,-9
1272897,796,-21
1273590,797,-10
1274470,988,-18
1275221,899,-18
1276196,1112,0
1277122,1007,-8
1277971,777,-4
1278642,757,-15
1279532,748,-21
1280448,1006,-4
1281294,965,-21
1282326,933,-19
1283243,1048,-19
1284441,1052,-16
1285146,809,-11
1285953,871,-19
1286808,958,-9
1287650,972,-10
1289035,1228,-21
1289987,847,-4
1291206,1026,-21
1292016,915,-4
1292765,877,-19
1294026,1067,-21
1295121,936,-8
1296343,1020,-19
1297161,719,-1
1297849,725,-8
1298942,1043,-9
1299973,1094,-11
1300724,736,-10
1301368,661,-5
1302661,1102,-9
1303575,907,-3
1304566,1033,-21
1305528,989,-21
1306656,1000,9
1307510,754,2
1308450,1000,-16
1309492,934,-3
1310375,906,-9
1311487,956,-8
1312318,947,-11
1313316,880,-1
1314199,880,-15
1315195,891,-19
1315782,699,-3
1316731,994,-8
1317890,971,-21
1318745,993,-6
1319480,857,-11
1320518,1110,-15
1321123,659,-21
1322236,942,-10
1323291,978,-8
1324183,1019,-8
1325647,1228,-9
1326463,901,-16
1327197,907,-12
1328079,951,-3
1328894,767,-5
1329670,833,-15
1330325,755,3
1331020,760,-14
1331750,911,-9
1332850,1033,-13
1333746,1069,-9
1334488,833,-8
1335559,1163,-21
1336648,1029,-5
1337463,810,-21
1338757,1090,-9
1339668,976,-4
1340668,906,0
1341439,724,-21
1342387,1008,-12
1343343,1001,-9
1344164,873,-11
1344906,799,-10
1345558,600,-14
1346399,868,-15
1347411,855,-10
1348312,1033,-21
1349046,794,-18
1349898,1034,-9
1350670,794,-14
1351372,832,-20
1352297,1043,-15
1353229,897,-16
1353940,680,-6
1354925,1000,-17
1356029,1002,-21
1357268,1149,-5
1358483,1258,-8
1359439,1054,-9
1360144,806,-13
1361021,741,-3
1361838,683,-13
1362751,985,-13
1363567,830,-17
1364264,780,-1
1365352,1050,-19
1366283,1070,0
1367082,776,-20
1367731,778,-11
1368439,734,0
1369182,678,-5
1369966,743,-19
1370890,939,-5
1371470,714,-1
1372168,785,-21
1373095,785,-6
1374052,880,-16
1375051,944,3
1375797,749,-16
1376850,965,-14
1377623,873,-6
1378579,880,-10
1379676,951,-15
1380811,1099,-1
1381765,1119,-15
1382573,938,2
1383251,747,-5
1383981,752,-15
1384961,842,-21
1386005,1108,-21
1387058,900,-16
1387889,748,-5
1388857,954,-15
1389827,892,-21
1390663,850,-18
1391385,613,-3
1392004,716,-21
1392856,731,-17
1394057,1134,8
1395062,1067,-14
1396144,919,-13
1396803,801,-3
1397594,975,-21
1398337,924,-7
1399190,743,-3
1399978,808,-13
1400855,890,-21
1401816,854,-19
1402594,787,-6
1403292,854,7
1404079,815,-13
1404712,791,4
1405405,865,-8
1406212,828,-14
1406963,906,-20
1408076,1007,-13
1409156,932,0
1409966,960,-21
1411149,1040,-21
1412119,945,-2
1413168,1048,-18
1414043,864,-11
1415132,1037,-4
1416005,886,0
1417222,1109,-21
1417884,755,-4
1418845,1055,-20
1419893,974,-7
1420579,744,-19
1421252,741,-1
1421817,645,-6
1422850,875,-16
1423691,832,-4
1424565,811,-17
1425296,764,-14
1426209,1107,-13
1427279,1003,-13
1428019,924,-15
1429007,945,-15
1429719,814,3
1430552,1038,-8
1431645,1013,-14
1432621,1036,-17
1433488,946,11
1434166,697,-4
1435065,1028,-15
1435869,807,-21
1436689,784,-20
1437432,779,-11
1438411,953,-21
1439120,793,-13
1439870,713,-21
1440890,1169,-21
1441687,912,-7
1442520,864,-12
1443340,823,-4
1444310,882,-13
1445153,763,-1
1445818,660,-10
1446575,847,-5
1447256,739,-9
1448142,879,0
1449168,919,-21
1450110,1016,-19
1451146,1078,-16
1451929,837,-21
1453022,1112,-12
1453713,846,-14
1454531,849,-11
1455264,830,0
1455798,667,-8
1456518,671,-10
1457402,783,-21
1458295,762,-7
1459342,879,-13
1460094,757,-20
1460922,813,-12
1461639,600,3
1462668,1009,-15
1463359,778,-7
1464605,1065,-19
1465519,870,-1
1466556,1035,-20
1467531,1017,-20
1468194,803,-19
1469071,864,-17
1470065,856,-16
1471349,1109,3
1472437,946,-8
1473400,889,-9
1474044,600,-19
1474758,831,-2
1475605,984,-14
1476724,984,-15
1477498,873,-8
1478322,885,-18
